TotalGHGEmissions
2.15
7.05
47.98
61.68
61.6
35.48
37.61
11.44
14.17
1.6
27.83
4.02
96.62
9.65
33.52
82.07
0.79
0.75
58.36
77.23
39.25
14.99
54.27
47.08
44.97
28.05
11.69
13.22
31.54
51.15
27.75
42.66
1.6
9.67
44.68
14.37
23.52
23.84
8.49
78.19
28.78
6.3
64.79
14.64
17.22
1.24
36.82
27.93
24.63
29.44
5.86
101.21
10.99
13.09
11.85
14.35
46.53
7.05
50.05
3.25
20.66
6.53
34.08
13.69
69.53
25.53
2.88
9.29
17.79
2.35
20.76
18.19
25.14
5.66
65.89
8.61
17.41
37.28
69.18
22.38
18.81
58.79
55.06
34.03
47.18
38.59
35.99
58.52
22.33
46.01
12.57
60.2
70.92
5.02
1.59
41.88
38.21
69.2
7.67
6.14
4.76
18.62
43.91
19.81
37.43
47.03
28.46
14.79
3.78
7.69
26.94
35.72
10.92
6.84
11.18
6.76
15.25
20.96
72.69
30.22
20.78
53.25
10.04
6.73
47.78
42.71
4.45
65.95
53.65
6.96
104.74
55.23
96.2
83.76
29.7
27.06
60.83
19.28
19.14
46.61
20.46
11.38
38.36
93.55
49.55
61.25
19.61
11.06
38.18
2.94
2.62
29.39
6.88
3.06
67.15
0.89
17.65
14.19
2.82
77.84
4.35
68.89
21.87
67.33
62.94
53.02
9.09
83.65
0.87
4.15
7.31
63.22
55.73
39.31
54.02
46.7
24.97
68.39
43.97
66.43
43.04
67.96
22.18
5.07
38.71
3.39
49.44
7.8
21.05
24.82
37.83
11.4
57.59
51.59
20.1
24.38
22.76
16.13
38.13
9.24
