TotalGHGEmissions
12.89
17.87
3.72
9.29
8.22
43.17
7.27
41.96
50.76
20.3
14.7
18.04
26.52
49.18
46.85
23.5
78.57
108.05
34.04
1.51
4.33
41.77
124.4
59.14
39.05
85.15
21.46
26.27
12.17
6.3
7.49
106.35
7.98
2.15
47.98
61.6
30.79
35.48
37.61
11.44
14.17
4.02
11.73
9.65
33.52
58.36
77.23
25.15
14.99
54.27
47.08
28.05
11.69
42.24
13.22
31.54
51.15
27.75
42.66
1.6
9.67
14.37
78.19
28.78
6.3
120.72
64.79
14.64
125.59
1.24
36.82
94.85
27.93
24.63
5.86
101.21
13.09
122.0
3.25
20.66
6.53
34.08
13.69
2.35
18.19
25.14
5.66
17.41
37.28
69.18
22.38
55.06
121.63
10.04
34.03
47.18
38.59
35.99
58.52
22.33
12.57
60.2
70.92
5.02
1.59
41.88
11.02
38.21
48.13
69.2
7.67
8.09
6.14
4.76
19.81
47.03
28.46
14.79
3.78
7.69
26.94
10.92
11.18
6.76
15.25
20.96
72.69
30.22
53.25
6.73
47.78
4.45
65.95
53.65
6.96
55.23
39.4
83.76
29.7
27.06
60.83
19.28
19.14
46.61
20.46
11.38
38.36
49.55
61.25
11.06
38.18
29.39
17.65
2.82
77.84
4.35
68.89
21.87
62.94
115.34
128.07
83.65
0.87
4.15
7.31
55.73
39.31
54.02
46.7
7.12
24.97
68.39
43.97
66.43
67.96
22.18
5.07
38.71
3.39
7.8
21.05
81.18
12.43
124.77
32.72
30.03
11.4
9.46
15.5
57.59
-0.8
51.59
9.5
20.1
24.38
22.76
82.58
48.53
62.41
131.02
134.8
9.24
3.5
7.79
20.94
