NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,SiteEnergyUse(kBtu),BuildingAge,Energy_per_m2,GHG_per_m2,Carbon_intensity_ratio,Age_x_Size,ENERGY_vs_type_mean,GHG_vs_type_mean
4,23616,55.0,1656420.25,90,70.13974635840108,0.0022717649051490515,3.2389123472741896e-05,2125440,2395087.953125,53.75333333333333
3,33448,78.0,998633.5,40,29.856299330303756,0.00020808419038507534,6.969523854346965e-06,1337920,2395087.953125,53.75333333333333
2,22344,40.0,1522596.75,91,68.14342776584319,0.0024718045112781953,3.6273557000564985e-05,2033304,1996164.7493421054,56.04810526315789
2,32928,9.0,5652231.0,17,171.65424562682216,0.0011965500485908648,6.9706988267110806e-06,559776,2843841.6666666665,25.963333333333328
2,54943,94.0,2155390.25,88,39.22956973590812,0.0015244890158891944,3.88607121146623e-05,4834984,1996164.7493421054,56.04810526315789
1,44476,33.0,1368120.5,56,30.760871031567586,0.0006677758791258207,2.1708614116958264e-05,2490656,1334609.24919344,29.69568
1,35017,66.0,1295485.25,47,36.995894851072336,0.0007727675129222949,2.0887925972140553e-05,1645799,2628999.7780914395,34.69634241245136
3,29084,66.0,1632498.625,66,56.13047122129006,0.0020915279878971254,3.726189968460157e-05,1919544,2395087.953125,53.75333333333333
2,22952,98.0,470666.6875,53,20.506565331997212,0.0008400139421401185,4.096317099136106e-05,1216456,997971.7780206897,35.177241379310345
1,21040,43.0,592088.125,40,28.14107057984791,0.0009096958174904943,3.232626899923048e-05,841600,1334609.24919344,29.69568
2,28032,52.0,1321065.0,65,47.12703339041096,0.0016627425799086758,3.528213978873106e-05,1822080,1334609.24919344,29.69568
1,25620,82.0,550324.1875,42,21.48025712334114,0.0007985948477751757,3.717808605314118e-05,1076040,1418871.6024444446,33.09
3,33238,14.0,1632472.0,24,49.114627835609845,0.00034237920452494133,6.971023086460289e-06,797712,1334609.24919344,29.69568
4,27800,8.0,1181428.75,104,42.497437050359714,0.0013798561151079137,3.246916075133604e-05,2891200,1996164.7493421054,56.04810526315789
1,42128,93.0,1709307.5,62,40.57414308773262,0.0011761773642233193,2.898834762030822e-05,2611936,1996164.7493421054,56.04810526315789
2,44753,96.0,1638691.625,84,36.616352535025584,0.0013686233325140213,3.7377380262134435e-05,3759252,1996164.7493421054,56.04810526315789
2,57298,91.0,1586388.75,27,27.686633913923696,0.0001930259345875947,6.971809400438575e-06,1547046,1996164.7493421054,56.04810526315789
3,26373,75.0,964236.0,78,36.56148333522921,0.001447692716035339,3.9596115473805165e-05,2057094,997971.7780206897,35.177241379310345
1,42420,34.0,965425.1875,63,22.758726720886376,0.0006928335690711929,3.0442545295618776e-05,2672460,1334609.24919344,29.69568
1,35046,100.0,1063269.125,42,30.339243422929865,0.0005036238087085545,1.6599748440922704e-05,1471932,1334609.24919344,29.69568
1,43380,89.0,405062.0,42,9.337528815122177,6.500691562932226e-05,6.9618971910472965e-06,1821960,1334609.24919344,29.69568
3,20410,8.0,2720238.25,21,133.2796790788829,0.003813816756491916,2.8615140603952614e-05,428610,2628999.7780914395,34.69634241245136
3,18396,87.0,624125.625,33,33.927246412263536,0.0002364644487932159,6.969750681203002e-06,607068,2628999.7780914395,34.69634241245136
1,45174,84.0,1980825.25,60,43.84879023332005,0.0015249922521804577,3.477843388759306e-05,2710440,1996164.7493421054,56.04810526315789
1,24955,47.0,689803.0,14,27.641875375676218,0.0008763774794630335,3.170470409667688e-05,349370,997971.7780206897,35.177241379310345
2,32961,86.0,1573155.0,28,47.72776918176026,0.0019095294438882314,4.000877218074506e-05,922908,1996164.7493421054,56.04810526315789
1,109794,87.0,3296526.25,66,30.024648432519083,0.0010505127784760553,3.4988345686614815e-05,7246404,1996164.7493421054,56.04810526315789
3,23422,65.0,2701872.0,96,115.35616087439159,0.005467936128426266,4.740046900815434e-05,2248512,2628999.7780914395,34.69634241245136
5,38409,93.0,3392129.0,18,88.31599364732224,0.002177874977218881,2.466002914393881e-05,691362,2137021.729333333,38.79
2,23040,99.0,79711.79688,96,3.4597134062499997,3.776041666666667e-05,1.0914319260795468e-05,2211840,1334609.24919344,29.69568
2,61880,66.0,595936.5,58,9.630518745959922,6.706528765352296e-05,6.963829199923147e-06,3589040,1334609.24919344,29.69568
2,27938,97.0,1027394.313,91,36.77408236094208,0.00026165079819600543,7.115087077574664e-06,2542358,2628999.7780914395,34.69634241245136
2,30562,69.0,1622231.375,16,53.08001357895426,0.0018235063150317387,3.435391576001296e-05,488992,1996164.7493421054,56.04810526315789
3,54969,67.0,3724098.25,16,67.7490631082974,0.0007151303461951282,1.0555575433596577e-05,879504,2274415.943082143,33.59196428571429
3,25834,73.0,2076289.625,58,80.37042753735388,0.0020910428117984054,2.6017564866462214e-05,1498372,2628999.7780914395,34.69634241245136
2,27273,90.0,1258619.125,91,46.14890642760239,0.0017123162101712317,3.710415571509769e-05,2481843,1996164.7493421054,56.04810526315789
6,97229,100.0,1021754.688,12,10.508744181262792,7.322918059426715e-05,6.968404533515583e-06,1166748,2137021.729333333,38.79
3,25111,77.0,954352.6875,34,38.00536368523755,0.0009943849309067738,2.61643314123323e-05,853774,2628999.7780914395,34.69634241245136
2,31805,10.0,1641667.0,63,51.61663260493633,0.0021502908347744067,4.1658874790076186e-05,2003715,997971.7780206897,35.177241379310345
1,20811,95.0,1267348.5,63,60.89801066743549,0.002112824948344625,3.4694482220162805e-05,1311093,1996164.7493421054,56.04810526315789
2,22058,1.0,1987334.75,49,90.09587224589718,0.0030116057666152874,3.3426678620700414e-05,1080842,1334609.24919344,29.69568
1,28320,1.0,4236396.5,45,149.59027189265538,0.0023997175141242935,1.6041935640349053e-05,1274400,1418871.6024444446,33.09
1,29079,78.0,861643.6875,61,29.631132002476015,0.0007627497506791842,2.5741498860571643e-05,1773819,997971.7780206897,35.177241379310345
3,19232,82.0,726917.5,34,37.797290973377706,0.00026362312811980035,6.9746566838740304e-06,653888,2628999.7780914395,34.69634241245136
2,20535,7.0,1835804.0,28,89.39878256635014,0.001885074263452642,2.1086129020309357e-05,574980,2628999.7780914395,34.69634241245136
1,30800,65.0,485971.0,51,15.77827922077922,0.00011006493506493506,6.975724888933702e-06,1570800,1334609.24919344,29.69568
1,37400,73.0,924192.6875,94,24.71103442513369,0.0002085561497326203,8.43979843759584e-06,3515600,1334609.24919344,29.69568
5,54015,75.0,3020001.5,34,55.910423030639635,0.0003897065629917616,6.970195213479199e-06,1836510,2628999.7780914395,34.69634241245136
3,103000,89.0,5214621.5,25,50.62739320388349,0.0007881553398058253,1.556776460189872e-05,2575000,2274415.943082143,33.59196428571429
4,72859,55.0,1498457.875,112,20.566544627293815,0.00017060349442073045,8.295194818206017e-06,8160208,1334609.24919344,29.69568
2,138705,84.0,4959298.0,7,35.75428427237663,0.0008995349843192386,2.5158802717642697e-05,970935,1996164.7493421054,56.04810526315789
0,30287,32.0,2193115.0,56,72.41110047214977,0.001080331495361046,1.491941827035974e-05,1696072,2247036.2352941176,32.411764705882355
6,73102,84.0,4307238.5,31,58.92093923558863,0.00041079587425788623,6.9719844861156405e-06,2266162,2628999.7780914395,34.69634241245136
1,26263,64.0,1634669.375,23,62.24229429235046,0.00043407074591630815,6.97388730366347e-06,604049,2628999.7780914395,34.69634241245136
6,74211,97.0,1357119.875,114,18.28731421217879,0.00012747436363881367,6.970644358148539e-06,8460054,2628999.7780914395,34.69634241245136
2,45700,99.0,1544193.75,28,33.789797592997814,0.00033916849015317287,1.0037600527783512e-05,1279600,1334609.24919344,29.69568
2,70292,37.0,1933811.625,8,27.511119686450805,0.0008192966482672282,2.9780563554115567e-05,562336,997971.7780206897,35.177241379310345
6,52000,100.0,342726.0938,3,6.590886419230769,-1.5384615384615384e-05,-2.334225535995649e-06,156000,2628999.7780914395,34.69634241245136
2,35780,22.0,2912264.0,2,81.39362772498603,0.001441866964784796,1.771474014718446e-05,71560,1996164.7493421054,56.04810526315789
3,76844,100.0,1363191.625,3,17.739727564936754,0.00012362708864712926,6.968939528219299e-06,230532,2628999.7780914395,34.69634241245136
3,47673,67.0,2502131.0,3,52.48528517190024,0.0004216223019319112,8.033152540774245e-06,143019,2628999.7780914395,34.69634241245136
4,39433,62.0,3497215.5,3,88.68753328430502,0.0006182638906499632,6.9712604213266235e-06,118299,3010660.921875,84.3
2,48925,82.0,1662054.125,2,33.9714690853347,0.0004652018395503322,1.3693898205631541e-05,97850,1996164.7493421054,56.04810526315789
8,41198,44.0,7768057.5,6,188.5542380698092,0.0020044662362250594,1.0630714306633286e-05,247188,5155351.229166667,61.555
0,89392,16.0,6960904.5,46,77.86943462502238,0.0005428897440486845,6.971795116568544e-06,4112032,2395087.953125,53.75333333333333
0,97040,69.0,3894142.5,5,40.129250824402305,0.0006431368507831822,1.6026634875328777e-05,485200,2395087.953125,53.75333333333333
4,85284,72.0,6042399.5,2,70.85032948735989,0.0015362787861732566,2.168343883915653e-05,170568,3010660.921875,84.3
2,24990,9.0,4420650.5,87,176.8967787114846,0.005394157663065227,3.0493249805656433e-05,2174130,2628999.7780914395,34.69634241245136
3,45000,77.0,1325972.75,1,29.46606111111111,0.00020533333333333333,6.968468997571783e-06,45000,1996164.7493421054,56.04810526315789
1,13661,75.0,502667.6875,64,36.79581930312569,0.0002562037918161189,6.962850581080965e-06,874304,2628999.7780914395,34.69634241245136
1,15398,93.0,387810.0,56,25.1857384075854,0.0005059098584231719,2.0087156081586345e-05,862288,2628999.7780914395,34.69634241245136
1,12294,46.0,849745.6875,26,69.11873169838945,0.0017032698877501222,2.4642666986174027e-05,319644,2628999.7780914395,34.69634241245136
