NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,BuildingAge,Energy_per_m2,Carbon_intensity_ratio,Age_x_Size,ENERGY_vs_type_mean
2,54943,94.0,88,39.22956973590812,3.88607121146623e-05,4834984,1996164.7493421054
1,44476,33.0,56,30.760871031567586,2.1708614116958264e-05,2490656,1334609.24919344
1,35017,66.0,47,36.995894851072336,2.0887925972140553e-05,1645799,2628999.7780914395
3,29084,66.0,66,56.13047122129006,3.726189968460157e-05,1919544,2395087.953125
2,22952,98.0,53,20.506565331997212,4.096317099136106e-05,1216456,997971.7780206897
1,21040,43.0,40,28.14107057984791,3.232626899923048e-05,841600,1334609.24919344
2,28032,52.0,65,47.12703339041096,3.528213978873106e-05,1822080,1334609.24919344
1,25620,82.0,42,21.48025712334114,3.717808605314118e-05,1076040,1418871.6024444446
3,33238,14.0,24,49.114627835609845,6.971023086460289e-06,797712,1334609.24919344
4,27800,8.0,104,42.497437050359714,3.246916075133604e-05,2891200,1996164.7493421054
1,42128,93.0,62,40.57414308773262,2.898834762030822e-05,2611936,1996164.7493421054
2,44753,96.0,84,36.616352535025584,3.7377380262134435e-05,3759252,1996164.7493421054
2,57298,91.0,27,27.686633913923696,6.971809400438575e-06,1547046,1996164.7493421054
3,26373,75.0,78,36.56148333522921,3.9596115473805165e-05,2057094,997971.7780206897
1,42420,34.0,63,22.758726720886376,3.0442545295618776e-05,2672460,1334609.24919344
1,35046,100.0,42,30.339243422929865,1.6599748440922704e-05,1471932,1334609.24919344
1,43380,89.0,42,9.337528815122177,6.9618971910472965e-06,1821960,1334609.24919344
3,20410,8.0,21,133.2796790788829,2.8615140603952614e-05,428610,2628999.7780914395
3,18396,87.0,33,33.927246412263536,6.969750681203002e-06,607068,2628999.7780914395
1,45174,84.0,60,43.84879023332005,3.477843388759306e-05,2710440,1996164.7493421054
1,24955,47.0,14,27.641875375676218,3.170470409667688e-05,349370,997971.7780206897
2,32961,86.0,28,47.72776918176026,4.000877218074506e-05,922908,1996164.7493421054
1,109794,87.0,66,30.024648432519083,3.4988345686614815e-05,7246404,1996164.7493421054
3,23422,65.0,96,115.35616087439159,4.740046900815434e-05,2248512,2628999.7780914395
5,38409,93.0,18,88.31599364732224,2.466002914393881e-05,691362,2137021.729333333
2,23040,99.0,96,3.4597134062499997,1.0914319260795468e-05,2211840,1334609.24919344
2,61880,66.0,58,9.630518745959922,6.963829199923147e-06,3589040,1334609.24919344
2,27938,97.0,91,36.77408236094208,7.115087077574664e-06,2542358,2628999.7780914395
2,30562,69.0,16,53.08001357895426,3.435391576001296e-05,488992,1996164.7493421054
3,54969,67.0,16,67.7490631082974,1.0555575433596577e-05,879504,2274415.943082143
3,25834,73.0,58,80.37042753735388,2.6017564866462214e-05,1498372,2628999.7780914395
2,27273,90.0,91,46.14890642760239,3.710415571509769e-05,2481843,1996164.7493421054
6,97229,100.0,12,10.508744181262792,6.968404533515583e-06,1166748,2137021.729333333
3,25111,77.0,34,38.00536368523755,2.61643314123323e-05,853774,2628999.7780914395
2,31805,10.0,63,51.61663260493633,4.1658874790076186e-05,2003715,997971.7780206897
1,20811,95.0,63,60.89801066743549,3.4694482220162805e-05,1311093,1996164.7493421054
2,22058,1.0,49,90.09587224589718,3.3426678620700414e-05,1080842,1334609.24919344
1,28320,1.0,45,149.59027189265538,1.6041935640349053e-05,1274400,1418871.6024444446
1,29079,78.0,61,29.631132002476015,2.5741498860571643e-05,1773819,997971.7780206897
3,19232,82.0,34,37.797290973377706,6.9746566838740304e-06,653888,2628999.7780914395
2,20535,7.0,28,89.39878256635014,2.1086129020309357e-05,574980,2628999.7780914395
1,30800,65.0,51,15.77827922077922,6.975724888933702e-06,1570800,1334609.24919344
1,37400,73.0,94,24.71103442513369,8.43979843759584e-06,3515600,1334609.24919344
5,54015,75.0,34,55.910423030639635,6.970195213479199e-06,1836510,2628999.7780914395
3,103000,89.0,25,50.62739320388349,1.556776460189872e-05,2575000,2274415.943082143
4,72859,55.0,112,20.566544627293815,8.295194818206017e-06,8160208,1334609.24919344
2,138705,84.0,7,35.75428427237663,2.5158802717642697e-05,970935,1996164.7493421054
0,30287,32.0,56,72.41110047214977,1.491941827035974e-05,1696072,2247036.2352941176
6,73102,84.0,31,58.92093923558863,6.9719844861156405e-06,2266162,2628999.7780914395
1,26263,64.0,23,62.24229429235046,6.97388730366347e-06,604049,2628999.7780914395
6,74211,97.0,114,18.28731421217879,6.970644358148539e-06,8460054,2628999.7780914395
2,45700,99.0,28,33.789797592997814,1.0037600527783512e-05,1279600,1334609.24919344
2,70292,37.0,8,27.511119686450805,2.9780563554115567e-05,562336,997971.7780206897
6,52000,100.0,3,6.590886419230769,-2.334225535995649e-06,156000,2628999.7780914395
2,35780,22.0,2,81.39362772498603,1.771474014718446e-05,71560,1996164.7493421054
3,76844,100.0,3,17.739727564936754,6.968939528219299e-06,230532,2628999.7780914395
3,47673,67.0,3,52.48528517190024,8.033152540774245e-06,143019,2628999.7780914395
4,39433,62.0,3,88.68753328430502,6.9712604213266235e-06,118299,3010660.921875
2,48925,82.0,2,33.9714690853347,1.3693898205631541e-05,97850,1996164.7493421054
8,41198,44.0,6,188.5542380698092,1.0630714306633286e-05,247188,5155351.229166667
0,89392,16.0,46,77.86943462502238,6.971795116568544e-06,4112032,2395087.953125
0,97040,69.0,5,40.129250824402305,1.6026634875328777e-05,485200,2395087.953125
4,85284,72.0,2,70.85032948735989,2.168343883915653e-05,170568,3010660.921875
2,24990,9.0,87,176.8967787114846,3.0493249805656433e-05,2174130,2628999.7780914395
3,45000,77.0,1,29.46606111111111,6.968468997571783e-06,45000,1996164.7493421054
1,13661,75.0,64,36.79581930312569,6.962850581080965e-06,874304,2628999.7780914395
1,15398,93.0,56,25.1857384075854,2.0087156081586345e-05,862288,2628999.7780914395
1,12294,46.0,26,69.11873169838945,2.4642666986174027e-05,319644,2628999.7780914395
