NumberofFloors,PropertyGFABuilding(s)_log,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,NumberOfPropertyUseTypes,BuildingAge,Age_x_Size_log,Floor_density,size_x_type_mean,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,SiteEnergyUse(kBtu)
1,10.491274217438248,Parking,18000.0,47.61324,-122.31724,2,103,15.126003205667883,36000.0,40729.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1162163.125
2,10.673595774232203,Non-Refrigerated Warehouse,43200.0,47.61467,-122.31777,1,101,15.288716291073461,21600.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1929851.5
4,10.620595370540917,Office,42800.0,47.59501,-122.32852,2,103,15.255324358770553,10242.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2912454.75
1,10.687252100679688,Retail Store,34038.0,47.58801,-122.32944,2,41,14.400824167383995,43794.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1164537.75
1,10.784772675211467,Non-Refrigerated Warehouse,40780.0,47.57466,-122.33089,2,48,14.655973686119358,48280.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2701833.75
1,10.492384711722273,Distribution Center,31476.0,47.57258,-122.33059,2,62,14.619519096767366,36040.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,363808.1875
2,9.922554615253354,Worship Facility,20385.0,47.68061,-122.29002,1,66,14.112209357279779,10192.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,809291.8125
1,10.098025846840004,Worship Facility,24295.0,47.67984,-122.27739,1,70,14.346521088889363,24295.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,216115.0
2,9.919213252997611,Office,20317.0,47.66888,-122.28333,1,49,13.811033551108236,10158.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,620994.3125
1,10.416071629316981,Movie Theater,33392.0,47.70197,-122.34219,1,30,13.817269010979137,33392.0,33392.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2786648.75
1,10.373491181781864,Non-Refrigerated Warehouse,32040.0,47.5316,-122.333,1,50,14.28551418721001,32000.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2186148.5
1,10.353288474464344,Non-Refrigerated Warehouse,29640.0,47.52549,-122.33064,2,37,13.964206387108568,31360.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1356972.25
1,10.41391309628078,Non-Refrigerated Warehouse,32200.0,47.52549,-122.33064,2,37,14.024831008925004,33320.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2339234.0
1,10.779372869775244,Non-Refrigerated Warehouse,47800.0,47.52549,-122.33064,1,37,14.390290782419468,48020.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2373568.25
1,10.219027953116305,Non-Refrigerated Warehouse,27850.0,47.52549,-122.33064,1,37,13.82994586576053,27420.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1176342.25
2,10.68384400716945,K-12 School,37000.0,47.694,-122.28967,1,67,14.888536626560416,21822.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2053956.375
1,10.198132825539048,Retail Store,20360.0,47.69066,-122.29023,1,64,14.35701590889872,26853.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1399062.75
4,10.709405226928913,Other,44775.0,47.59347,-122.33369,1,107,15.382234061390818,11193.75,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,950695.625
1,10.168732279868973,Other,26075.0,47.57619,-122.3339,1,98,14.753699758539545,26075.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1608508.75
1,10.28854585086663,Non-Refrigerated Warehouse,29394.0,47.57881,-122.33273,2,24,13.466599681214575,29394.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1486681.75
2,9.923290179832307,Non-Refrigerated Warehouse,15000.0,47.57941,-122.3336,2,90,14.423099850162572,10200.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,438557.0
1,9.926227039505617,Office,20460.0,47.57893,-122.33374,1,90,14.426036709835882,20460.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,903541.875
2,10.158943393317584,Self-Storage Facility,25821.0,47.58168,-122.33369,1,91,14.669802899834433,12910.5,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,209698.7031
2,9.992871113670814,Refrigerated Warehouse,21870.0,47.58217,-122.33263,1,61,14.103744977844125,10935.0,34953.666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1074350.375
1,10.683156406867319,Medical Office,43615.0,47.53419,-122.36624,1,46,14.511797803356414,43615.0,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3133849.5
3,10.515397562335451,Office,16855.0,47.53419,-122.36624,1,46,14.344038958824546,12293.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1144267.5
2,10.258746494416974,Other,28303.0,47.53578,-122.36205,2,14,12.897803824032232,14265.5,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3494929.5
2,10.507803519389457,Non-Refrigerated Warehouse,43556.0,47.53846,-122.36175,1,34,14.03416404400562,18300.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,308400.4063
5,10.468119310860645,Office,14452.0,47.57269,-122.37056,2,12,12.953025960648647,7035.2,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1011965.375
1,10.510559281627845,K-12 School,40285.0,47.69845,-122.30747,1,57,14.553610549462396,36701.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1564891.75
2,10.167773047181512,College/University,26393.0,47.65231,-122.34217,2,76,14.498506387467843,13025.0,49086.545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2839882.25
1,10.797328155572691,Non-Refrigerated Warehouse,30889.0,47.55718,-122.33288,2,75,15.114816269109001,48890.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2100216.5
1,10.603237884229646,Retail Store,40793.0,47.52254,-122.36627,1,26,13.861334422251128,40265.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3740373.75
1,10.173819986652797,Retail Store,32427.0,47.52254,-122.36627,1,11,12.571715259451166,26208.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1608884.25
5,10.381273322223919,Office,32250.0,47.59657,-122.33394,1,106,15.044712416335985,6450.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,796042.375
1,10.839580911706463,Retail Store,51000.0,47.69061,-122.35731,1,63,14.982715638097995,51000.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1298039.875
1,10.203592144986466,Other,9000.0,47.58452,-122.3337,3,100,14.808762330974558,27000.0,38299.84905660377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,229856.4063
2,10.616437360392252,Non-Refrigerated Warehouse,36000.0,47.58903,-122.33361,2,88,15.09377417487046,20400.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,817255.875
2,9.91095956737483,Office,20150.0,47.59508,-122.33378,1,96,14.475307758842666,10075.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,576174.125
2,10.628036496235605,Non-Refrigerated Warehouse,24300.0,47.59081,-122.33487,3,78,14.984745322925196,20638.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2502081.0
1,10.024819837703653,Office,22580.0,47.58686,-122.33469,1,89,14.513456207435793,22580.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,928584.875
1,9.903487552536127,Non-Refrigerated Warehouse,20000.0,47.60192,-122.31641,1,90,14.403297222866392,20000.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,743528.125
1,10.645424897265505,Non-Refrigerated Warehouse,38000.0,47.60224,-122.31529,2,62,14.772559282310597,42000.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2070005.625
1,10.09608941873764,Self-Storage Facility,21018.0,47.61234,-122.31628,2,54,14.085073465301914,24248.0,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,111969.7031
1,10.111192540161147,Non-Refrigerated Warehouse,22752.0,47.55608,-122.3388,1,84,14.54200933900446,24617.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,106918.0
1,10.525326683651683,Retail Store,37247.0,47.55772,-122.33017,1,52,14.47657040223311,37247.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1748644.5
1,10.141874333263031,Retail Store,23468.0,47.69274,-122.37602,1,23,13.27736854919218,25384.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3027867.5
2,10.572239576261351,Office,27636.0,47.57595,-122.33624,2,79,14.941687428728374,19518.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1528295.75
1,10.177704374034338,Office,24000.0,47.57529,-122.33475,3,93,14.710303867187594,26310.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,771512.6875
3,10.304743815870237,K-12 School,31375.0,47.53887,-122.37564,1,54,14.293727862434512,9958.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1274049.75
1,9.910463166272553,Worship Facility,22000.0,47.64,-122.39743,2,51,13.84228879899688,20140.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,992794.6875
2,10.608686814120215,Self-Storage Facility,71874.0,47.70281,-122.35623,1,26,13.866783352141697,20242.5,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1242811.75
2,10.595459042242352,Office,30100.0,47.60104,-122.30155,1,45,14.402121532012671,19976.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1508561.875
2,9.961756460660103,Retail Store,14168.0,47.60009,-122.3017,2,18,12.852128218556269,10600.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1676426.5
2,10.0613883347884,Retail Store,19271.0,47.59881,-122.30189,2,36,13.644907273244511,11710.5,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1896626.375
2,10.090796650841122,Worship Facility,24120.0,47.67628,-122.38238,1,88,14.568133465319328,12060.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,893053.1875
3,10.483913863031955,Worship Facility,28970.0,47.6764,-122.38502,2,87,14.949821981686538,11912.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1148202.25
1,10.840560823592812,Non-Refrigerated Warehouse,49500.0,47.57298,-122.33644,1,75,15.158048937129122,51050.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1206165.75
2,9.994241915804592,Retail Store,21900.0,47.57044,-122.33475,1,62,14.121376300849684,10950.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1302192.875
1,9.698920386794853,Distribution Center,65164.0,47.57227,-122.33843,1,64,13.857803470154526,16300.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150167.7969
1,10.418165745617609,Non-Refrigerated Warehouse,33462.0,47.57339,-122.33735,1,52,14.369409464199036,33462.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1386445.375
1,10.471921488922431,Other,10471.0,47.57506,-122.33862,3,64,14.630804572282104,35310.0,38299.84905660377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1331469.75
1,10.0817592530548,Non-Refrigerated Warehouse,18350.0,47.59774,-122.31936,2,86,14.536106549308307,23903.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,415364.5938
3,10.02224788825697,Self-Storage Facility,22522.0,47.67923,-122.31715,1,69,14.256354392854231,7507.333333333333,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,561473.875
4,10.57026509007593,Self-Storage Facility,38959.0,47.67905,-122.31697,1,20,13.56599736362992,9739.75,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,905750.375
2,10.16411954826133,Non-Refrigerated Warehouse,14150.0,47.5867,-122.30519,3,88,14.641456362739536,12977.5,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1218112.0
4,10.73856822898474,K-12 School,46100.0,47.60776,-122.32481,2,93,15.271167722137996,11525.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2177064.75
2,9.995884401802096,Worship Facility,21936.0,47.70901,-122.35498,1,65,14.170271671697733,10968.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,608755.375
2,10.054060411015502,Office,22014.0,47.56029,-122.2858,1,49,13.94588070912613,11625.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,904236.0
1,10.84758798504955,K-12 School,51410.0,47.57269,-122.39673,1,54,14.836572031613825,51410.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1968907.25
4,10.044205559475007,Office,23022.0,47.70868,-122.30089,1,36,13.627724497931117,5755.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1027230.875
1,10.213285750552616,Refrigerated Warehouse,22000.0,47.56173,-122.32885,3,49,14.105106048663243,27263.0,34953.666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2470642.0
1,10.02167050821384,Non-Refrigerated Warehouse,22509.0,47.56362,-122.32876,1,60,14.116015070435939,22509.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,177812.7969
1,10.596234653074733,Non-Refrigerated Warehouse,31184.0,47.56424,-122.32902,2,60,14.690579215296834,39984.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1073156.375
1,10.182633293965623,Worship Facility,26440.0,47.62322037,-122.320017,1,110,14.883113659758038,26440.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,719905.1875
1,10.682307714834224,K-12 School,45370.0,47.68503,-122.28267,1,55,14.689640900066694,43578.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1436773.875
2,10.268130666124037,Self-Storage Facility,28800.0,47.59291,-122.31042,1,60,14.362475228346138,14400.0,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1143826.625
3,10.058566372936209,Office,21915.0,47.63614,-122.33982,1,67,14.263258992327174,7785.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,840549.375
4,10.336567827677266,Office,29255.0,47.63575,-122.33895,2,51,14.268393460401592,7710.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3542708.5
1,9.919951278566794,Other,20332.0,47.67642,-122.3035,1,70,14.168446520616152,20332.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,392683.6875
1,9.991956200523736,Worship Facility,21850.0,47.61118,-122.288,1,116,14.745546391630102,21850.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,317794.4063
2,10.250935054274718,Self-Storage Facility,28309.0,47.64633,-122.3508,1,98,14.83590253294529,14154.5,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,430308.9063
5,10.5551875431819,Office,29258.0,47.60106,-122.33458,2,116,15.308777734288265,7675.2,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2058532.875
4,10.664386835146892,Office,24120.0,47.60149,-122.33458,2,116,15.417977026253256,10701.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1544501.75
3,10.00784756786037,Other,22200.0,47.59976,-122.33514,1,116,14.761437758966736,7400.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,188745.7031
2,10.292077743419448,Non-Refrigerated Warehouse,19749.0,47.64306,-122.34219,2,48,14.163278754327338,14749.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3768900.5
1,10.045421048424794,Non-Refrigerated Warehouse,23050.0,47.64793,-122.34358,1,78,14.402129875114387,23050.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,466672.6875
1,10.73767846232701,Retail Store,46000.0,47.66097,-122.3192,1,86,15.192025758580517,46059.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1582655.875
2,10.068790104160488,Medical Office,23595.0,47.67437,-122.3181,1,46,13.897431500649583,11797.5,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,817409.625
3,10.2450184013482,Office,28142.0,47.59938,-122.33328,1,116,14.998608592454566,9380.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,847097.8125
4,10.57208586017466,Office,32001.0,47.59979,-122.33318,2,114,15.308284308569156,9757.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,713326.875
2,10.451030759237282,Other,36280.0,47.61492,-122.31728,2,90,14.950840429567547,17290.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4199443.0
3,10.332669187261608,Office,29720.0,47.61459,-122.31724,2,99,14.927789037396199,10240.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1288669.5
2,9.9349862195955,Retail Store,9750.0,47.61428,-122.31726,3,100,14.540156405583591,10320.0,38211.08571428571,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,412562.4063
2,10.460643173884725,Retail Store,14983.0,47.61421,-122.3193,3,104,15.105034073026097,17457.0,38211.08571428571,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1333289.625
3,9.947360886980098,Office,10228.0,47.61508,-122.31845,3,110,14.647841252772514,6965.666666666667,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,964923.8125
2,10.517050253753231,Retail Store,36940.0,47.61478,-122.31847,1,100,15.122220439741323,18470.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,336745.4063
3,10.037406370101916,Office,22866.0,47.61435,-122.31859,1,103,14.67213535833155,7622.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1153690.125
1,10.31692083029347,Retail Store,32205.0,47.61466,-122.31984,2,96,14.881269021761305,30240.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1264626.875
3,10.468858178153916,Office,24227.0,47.59644,-122.32415,2,37,14.07977609079814,11734.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3605755.5
2,10.110501721920453,Worship Facility,24600.0,47.61426,-122.32661,1,106,14.773940816032521,12300.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,331059.5
1,10.126631103850338,Non-Refrigerated Warehouse,13393.0,47.55317,-122.33289,3,52,14.077874822431765,25000.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1989103.875
1,10.126631103850338,Non-Refrigerated Warehouse,24000.0,47.55544,-122.33294,2,56,14.151982794585487,25000.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,287132.5
3,10.223540005018359,Office,22365.0,47.61543,-122.32657,2,99,14.81865985515295,9181.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1031667.5
2,9.978687785099064,Worship Facility,21052.0,47.68517,-122.38733,2,60,14.073032347321163,10781.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,866806.0
3,10.55312684311914,K-12 School,38297.0,47.63408,-122.28483,1,91,15.06398634963599,12765.666666666666,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1845150.625
1,10.094107912144779,Worship Facility,24200.0,47.53857,-122.28026,2,48,13.96530892305267,24200.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,826488.6875
3,11.106609995407226,Self-Storage Facility,66720.0,47.56785,-122.37039,1,22,14.197652448765542,22203.333333333332,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,640377.0
1,10.491274217438248,Other,34000.0,47.56774,-122.33289,2,66,14.680928959464673,36000.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3646053.75
2,10.052855384186952,K-12 School,15006.0,47.71387,-122.3535,1,78,14.409564210876542,11611.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1219863.125
3,10.312579409366641,Office,28400.0,47.63439,-122.34078,2,96,14.876927600834478,10036.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1465795.75
2,10.594858155916969,K-12 School,39929.0,47.55257,-122.38019,1,52,14.546101874498396,19964.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1813718.0
2,10.145688355383795,Office,25481.0,47.63985,-122.36712,1,56,14.171040046118945,12740.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,917100.3125
2,10.232359551812772,Office,32610.0,47.62298,-122.33082,2,104,14.876750450954145,13894.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2119806.25
4,10.407892608499196,Hotel,41704.0,47.729,-122.34473,1,26,13.665989146520678,8280.0,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1943899.25
2,10.013417611908324,Non-Refrigerated Warehouse,21000.0,47.56683,-122.33358,1,75,14.330905725444635,11162.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,588856.125
1,10.325350806453928,Retail Store,14344.0,47.56555,-122.33362,3,69,14.559457311051188,30496.0,38211.08571428571,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1992158.25
3,10.225571051705241,Office,13175.0,47.61545,-122.3238,2,94,14.768865833975246,9200.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1072151.375
2,10.876177521259402,K-12 School,52901.0,47.53074,-122.28491,1,45,14.682840011029722,26450.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2240342.0
1,10.024952689817304,Senior Care Community,22583.0,47.70883,-122.28887,1,62,14.152087074862395,22583.0,49669.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1981360.0
3,9.93595474267363,Office,24914.0,47.6483,-122.33438,2,35,13.491302804163043,6886.666666666667,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,720170.6875
1,10.288749953326773,Non-Refrigerated Warehouse,25000.0,47.70833,-122.34429,1,44,14.072939587245035,29400.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,227509.5
3,10.01913497606209,Hotel,22452.0,47.54774,-122.32091,1,24,13.197188806410036,7484.0,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1244150.0
4,10.431465235119685,Retail Store,14585.0,47.66188,-122.31279,2,63,14.574599961511217,8477.5,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1822834.25
2,10.413312675968536,K-12 School,30740.0,47.66389,-122.33692,1,106,15.076751770080602,16650.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1594733.625
1,9.950466553730122,Office,20962.0,47.66345,-122.3134,2,59,14.028003997635842,20962.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1100499.75
4,10.036268663769947,Office,18400.0,47.60102,-122.33378,2,116,14.78985885487631,5710.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,881386.1875
1,9.946547041996576,Office,20880.0,47.6011,-122.33197,1,116,14.70013723310294,20880.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,683274.0
3,10.165851817003619,Office,13000.0,47.59938,-122.33197,2,50,14.077874822431765,8666.666666666666,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1063035.875
3,10.562948675441266,Office,12100.0,47.59954,-122.33201,2,116,15.316538866547631,12891.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1938776.75
2,10.161225748614838,Medical Office,25880.0,47.5195,-122.26935,1,6,11.952985217842892,12940.0,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1941728.75
3,10.621644368600101,Worship Facility,32098.0,47.66517,-122.31037,2,89,15.110280738332241,13671.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1080821.0
