NumberofFloors,PropertyGFABuilding(s)_log,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,NumberOfPropertyUseTypes,BuildingAge,Age_x_Size_log,Floor_density,size_x_type_mean,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,SiteEnergyUse(kBtu)
2,10.937170132451657,K-12 School,58916.0,47.54576,-122.26853,1,55,14.944503317684127,28114.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1539478.5
6,10.968301732454014,Hotel,58006.0,47.65959,-122.31755,2,15,13.676351933556225,9667.666666666666,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3663534.5
2,10.91483388635787,K-12 School,54986.0,47.65671,-122.39047,1,26,14.172930424379352,27493.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1650279.25
2,10.91479751280144,Office,54984.0,47.60823,-122.30956,1,54,14.903781559365715,27492.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3375211.0
6,11.056761622530754,Hotel,63371.0,47.61988,-122.33211,2,8,13.13620316421059,10561.833333333334,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3706100.25
2,10.97370036668254,Retail Store,72072.0,47.62237,-122.33805,1,87,15.439608485337123,29160.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1049748.625
2,10.858998997563564,Other,52000.0,47.62395,-122.35077,1,54,14.847983044127838,26000.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2726369.0
4,10.825422326795367,Office,48546.0,47.62053,-122.35842,3,46,14.654063723284462,12570.75,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3476212.5
3,11.001349559813534,K-12 School,59955.0,47.55478,-122.27596,1,27,14.297186425817863,19985.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1633399.375
3,11.14385978624207,Hotel,70609.0,47.72551,-122.3423,1,14,13.782917115857328,23046.0,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3242458.0
2,10.924372506540205,K-12 School,59097.0,47.6706,-122.36225,1,25,14.143248331408406,27756.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1513570.75
3,11.274719035978974,K-12 School,78804.0,47.51482,-122.25864,1,15,13.982769237081182,26268.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2499140.0
3,11.112358342124256,K-12 School,66994.0,47.61224,-122.29087,1,14,13.751415671739515,22331.333333333332,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2371304.5
5,11.40557407995762,Other - Lodging/Residential,46483.0,47.53722,-122.284,3,7,13.351484229012934,17964.2,41158.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1950092.5
2,10.870680502337402,College/University,52611.0,47.65147,-122.36122,1,36,14.454199440793513,26305.5,49086.545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4116871.5
3,11.043337749220482,K-12 School,62526.0,47.68725,-122.35996,1,14,13.682395078835741,20842.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1986094.875
3,11.066872709880279,Office,30000.0,47.536,-122.31768,3,9,13.264097287216499,21338.333333333332,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3242077.75
3,10.923092708249172,Financial Office,28636.0,47.70956,-122.3345,3,20,13.918824981803162,18480.666666666668,39896.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3191228.25
1,10.753574377286979,K-12 School,46797.0,47.51778,-122.37074,1,58,14.814017387833397,46797.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2075891.0
3,10.933106969717286,Other,56000.0,47.67767,-122.39631,1,43,14.694307085410848,18666.666666666668,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1851260.5
2,11.11796993724665,K-12 School,67371.0,47.54174,-122.27691,1,12,13.602876587034652,33685.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2128459.0
2,10.860689874916698,Self-Storage Facility,52088.0,47.54508,-122.37737,1,47,14.710837476626757,26044.0,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1377519.5
2,11.115949224257971,K-12 School,67235.0,47.68359,-122.37308,1,17,13.949162568314186,33617.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2284133.75
3,10.970230705529843,K-12 School,59014.0,47.54025,-122.3885,1,25,14.189106530398044,19372.666666666668,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1407277.25
3,10.704546990290469,Office,34416.0,47.60105,-122.33518,3,116,15.458137181396834,14852.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1677002.25
3,11.115964097353285,Non-Refrigerated Warehouse,67236.0,47.65097,-122.34227,2,25,14.334839922221486,22412.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,549181.375
2,10.926891263606484,K-12 School,55500.0,47.66568,-122.31368,1,88,15.404228078084689,27826.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1377627.0
5,10.83484422108265,Office,47079.0,47.71895,-122.29475,2,44,14.619033855000911,10151.8,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3147042.0
2,10.946798525419148,Worship Facility,56772.0,47.66182,-122.31113,1,64,15.10568160877882,28386.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2439484.75
3,11.227560705473607,K-12 School,75174.0,47.67184,-122.29221,1,15,13.935610906575818,25058.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2733846.0
3,11.228092662823174,K-12 School,75214.0,47.64052,-122.3656,1,13,13.79304202028471,25071.333333333332,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2334260.0
2,11.073086279770727,K-12 School,65310.0,47.59096,-122.29985,1,25,14.291962104638928,32207.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2295176.5
1,10.864961952985604,Non-Refrigerated Warehouse,51116.0,47.72912,-122.34677,1,56,14.890313643720752,52311.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,930611.875
1,10.868568448579715,Non-Refrigerated Warehouse,49395.0,47.65825,-122.3683,2,43,14.629768564273277,52500.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3989399.0
4,10.874266469694353,Office,38880.0,47.61304,-122.34059,2,91,15.385125976211203,13200.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2429021.0
3,10.925812573032118,Office,55593.0,47.5671,-122.36416,1,56,14.951164263767268,18531.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4224872.5
4,10.971554719376076,Office,58195.0,47.62003,-122.35706,2,31,14.405541923861223,14548.75,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2991674.75
5,11.115964097353285,Office,64752.0,47.62115,-122.3597,2,42,14.853633715636652,13447.2,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3415561.25
5,11.108889335385756,Office,66648.0,47.62224,-122.3585,2,44,14.893078969304018,13352.4,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3632613.75
5,11.108889335385756,Office,66747.0,47.62224,-122.3585,2,46,14.937530731874851,13352.4,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3493093.75
5,11.103452335464524,Office,69691.0,47.62014,-122.35768,2,45,14.910114825234844,13280.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3484915.5
2,11.407564949312402,Non-Refrigerated Warehouse,70000.0,47.54983,-122.32858,2,49,15.299385247423029,45000.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1429146.375
1,10.82377030567982,Retail Store,50200.0,47.55032,-122.32614,1,50,14.735793311107967,50200.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1047461.0
2,11.05469229132341,Non-Refrigerated Warehouse,63240.0,47.66724,-122.38553,1,75,15.37218040485972,31620.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,227566.7031
1,10.033638237001172,Non-Refrigerated Warehouse,22780.0,47.54769,-122.3251,1,50,13.945661242429319,22780.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,402051.3125
1,10.821077440141902,Distribution Center,49918.0,47.54187,-122.32714,2,49,14.71289773825253,50065.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1529510.25
6,10.82466631848306,Office,78672.0,47.62476,-122.34843,1,29,14.191962148469534,8374.166666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2179719.75
3,11.076898051279423,Non-Refrigerated Warehouse,64660.0,47.71286,-122.34422,1,30,14.47809543294158,21553.333333333332,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,325513.0
2,10.931605843591019,Other,28442.0,47.61552,-122.31744,3,89,15.420242213323158,27958.0,38299.84905660377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3684188.5
1,10.819778284410283,Office,20000.0,47.62405,-122.33084,3,88,15.29711509888849,50000.0,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2603931.25
1,10.851276951469654,Distribution Center,34400.0,47.53926,-122.34143,2,40,14.540156405583591,51600.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1124543.125
2,10.88691343139512,Non-Refrigerated Warehouse,46846.0,47.69814,-122.34295,2,68,15.106421136571226,26736.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,971155.625
1,10.82808369877337,Non-Refrigerated Warehouse,50417.0,47.52696,-122.32913,1,36,14.41160263722948,50417.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1847401.0
1,9.344871264933788,Other,51427.0,47.55787,-122.335,1,16,12.11745998717357,11440.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1770027.5
1,10.819938271611647,Office,50008.0,47.55623,-122.33316,1,78,15.17664709830124,50008.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3202213.0
1,10.836281356509298,Non-Refrigerated Warehouse,43920.0,47.56549,-122.33221,2,59,14.913818800415017,50832.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2551022.25
1,10.043249494911286,Other,20310.0,47.6153,-122.35014,2,70,14.291744736960645,23000.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,711118.375
1,10.832891923555666,Retail Store,50660.0,47.63284,-122.37712,1,38,14.470478083282051,50660.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2661488.0
2,11.0337438465387,Office,39879.0,47.63156,-122.37551,1,79,15.40319169900572,30964.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2203026.5
3,9.931345880664525,Office,20565.0,47.61588,-122.34965,1,91,14.442205387181374,6855.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,802312.5
2,10.948628738516264,Distribution Center,48400.0,47.5794,-122.32848,3,88,15.425965552994471,28438.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1791715.625
3,10.864713408404029,Office,50250.0,47.60366,-122.33328,1,95,15.41859030000457,17432.666666666668,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1968655.125
2,10.976645271731769,Other,58500.0,47.59273,-122.33455,1,77,15.320450693585453,29246.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1594422.5
4,10.929529148369403,Other,26400.0,47.60453796,-122.3203278,3,12,13.414435798157403,13950.0,38299.84905660377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2655387.5
2,10.85622592538133,Automobile Dealership,48103.0,47.59394,-122.32452,2,8,12.935667467061165,25928.0,49994.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1938613.125
2,10.008748063193622,Worship Facility,22220.0,47.67738,-122.28996,1,59,14.08628550709934,11110.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,778355.8125
1,10.752184433837039,K-12 School,50956.0,47.69054,-122.29705,1,61,14.86305829801035,46732.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2331952.75
1,10.707728780601661,Office,23751.0,47.54437,-122.30863,3,54,14.696712827165934,44700.0,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2042771.0
1,10.694215061434937,Non-Refrigerated Warehouse,40000.0,47.54137,-122.33051,1,40,14.383094515548875,44100.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1618916.375
1,10.232791299678729,Distribution Center,27800.0,47.54113,-122.32633,1,51,14.164616932403055,27800.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1224186.25
1,10.743760797986367,Non-Refrigerated Warehouse,46340.0,47.55436,-122.33631,1,15,13.451810999088577,46340.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2564004.0
3,10.55737401914277,Office,38460.0,47.60191,-122.31438,1,106,15.220813113254838,12820.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1950713.25
2,9.9533247873833,Worship Facility,21022.0,47.68576,-122.35481,1,94,14.496619569653303,10511.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,945245.625
2,10.849123471604749,K-12 School,51489.0,47.5773,-122.4074,1,62,14.97625785664984,25744.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1984067.625
1,10.778977123006351,Distribution Center,48001.0,47.51127,-122.281,1,49,14.670797421116976,48001.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2143650.75
1,10.180361426271306,Non-Refrigerated Warehouse,23620.0,47.51399,-122.27946,2,37,13.79127933891553,26380.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,509124.0
1,10.528114963964265,Non-Refrigerated Warehouse,29551.0,47.51018,-122.28192,2,47,14.378262565674325,37351.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2559461.75
1,10.32137518064285,Non-Refrigerated Warehouse,30375.0,47.51127,-122.281,1,35,13.876723242132263,30375.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,345866.6875
1,10.309085985089528,Non-Refrigerated Warehouse,24280.0,47.51104,-122.28245,2,37,13.920003897733752,30004.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,369291.5
2,10.421953911398072,Worship Facility,33589.0,47.68164,-122.3753,1,102,15.046926724682343,16794.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,509836.1875
3,10.680516217076775,Office,43495.0,47.66587,-122.38476,1,37,14.291434129720999,14500.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3220635.25
2,10.257378625098244,Office,28492.0,47.67528,-122.40836,1,38,13.89496478482463,14246.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1896298.875
2,10.527472204361002,K-12 School,48887.0,47.60842,-122.30093,1,91,15.038331710877852,18663.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1967476.375
2,9.974039208487072,Other,25778.0,47.68339,-122.31947,2,93,14.506638701640329,10731.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1114384.625
2,10.770630056143553,K-12 School,46066.0,47.68636,-122.3423,1,86,15.22497735239706,23801.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2249592.5
2,9.980448593672257,Office,14400.0,47.61402,-122.35016,2,99,14.575568443806846,10800.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1636649.125
3,11.076433978256942,Office,64630.0,47.61683,-122.35176,1,74,15.380499071461111,21543.333333333332,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1408291.375
2,9.94846091817886,Worship Facility,20920.0,47.61636,-122.35094,1,68,14.167968623354966,10460.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1042108.5
2,10.00459905390454,Worship Facility,22128.0,47.57384,-122.41182,1,90,14.504408724234805,11064.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,608359.6875
1,10.781847938375149,Retail Store,40000.0,47.72736,-122.34579,1,48,14.65304894928304,48139.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,859236.625
2,9.969462541459661,Worship Facility,15364.0,47.56633,-122.38725,2,67,14.174155160850628,10682.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,965651.125
2,10.27239240533249,College/University,28800.0,47.61741,-122.33491,1,24,13.450446235680436,14461.5,49086.545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,439311.9063
3,9.980448593672257,College/University,21600.0,47.61789,-122.33573,1,88,14.457785408150462,7200.0,49086.545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,323739.4063
1,10.155607212086855,Retail Store,25691.0,47.6646,-122.29932,1,20,13.151339485640847,25735.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1169394.875
2,10.81907803929589,Retail Store,47465.0,47.66246,-122.29898,2,13,13.384027396757427,24982.5,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3377209.75
2,9.904886573449835,Office,20028.0,47.6026,-122.33232,1,87,14.370794692104418,10014.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,511797.4063
3,10.067432964124373,Office,20183.0,47.60237,-122.33365,2,114,14.803631412518868,7854.333333333333,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,883197.6875
3,10.261161996807944,Office,12000.0,47.60284,-122.33407,3,113,14.988549815520285,9533.333333333334,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1062722.625
2,10.171986805571136,Retail Store,15549.0,47.60427,-122.33385,3,38,13.809572965297521,13080.0,38211.08571428571,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2186018.5
5,10.197648591085619,Office,29040.0,47.60427,-122.33385,1,110,14.898128956878034,5368.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1989287.0
2,10.753638481905739,Retail Store,36019.0,47.60427,-122.33385,2,110,15.454118847698155,23400.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1245187.5
3,10.528088190560963,Office,39000.0,47.60431,-122.33335,2,37,14.139006103205189,12450.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2067352.5
3,10.268130666124037,Office,21600.0,47.61285,-122.34817,3,108,14.950261893248257,9600.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1345025.75
3,10.260602399703245,Office,26556.0,47.6172,-122.34979,2,62,14.387736784748338,9528.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1696978.75
2,10.176182882679585,Retail Store,26270.0,47.61652,-122.34854,1,85,14.618834139169902,13135.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1560461.75
3,10.815770263012745,Office,49800.0,47.61595,-122.34756,2,90,15.31557993334301,16600.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2385395.0
2,10.026412899373426,Other,12960.0,47.61543,-122.34651,3,62,14.153547284418519,11308.0,38299.84905660377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,418348.5
5,10.96474405466047,Hotel,57800.0,47.61471,-122.34525,1,26,14.222840592681951,11560.0,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2443065.25
2,10.370047760004104,Financial Office,31160.0,47.61319,-122.33695,1,61,14.480921624177414,15945.0,39896.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1858224.625
2,10.323447106794745,Office,25920.0,47.61267,-122.33852,2,91,14.834306613311595,15219.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1441900.5
1,10.067390523806065,Retail Store,13940.0,47.61812,-122.35509,2,91,14.578250030322915,23562.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,439521.0938
4,10.19129461717606,Medical Office,26670.0,47.6146,-122.34217,1,64,14.350177700535731,6667.5,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1553208.375
2,10.53847581892254,Fire Station,38939.0,47.61607,-122.34449,1,94,15.081770601192545,18870.0,37740.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3095882.0
1,10.075422016443596,Office,14317.0,47.61768,-122.34139,3,51,14.00724764916792,23752.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1067153.75
4,10.701355043866476,Hotel,52668.0,47.61822,-122.34132,1,49,14.593175341977103,11104.0,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2669564.25
2,10.736201004154935,Worship Facility,45991.0,47.66476,-122.35248,1,88,15.213537818633142,22995.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1145535.75
3,9.975761701406148,Residence Hall/Dormitory,21499.0,47.66282,-122.305,1,95,14.52963859300669,7166.333333333333,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,605130.6875
2,9.92250555837189,Office,25021.0,47.66461,-122.30142,1,27,13.21834242437622,10192.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1791071.375
1,10.06087584278487,Retail Store,21909.0,47.66246,-122.29898,2,60,14.155220405006972,23409.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2545405.0
4,10.384554754137843,Financial Office,25876.0,47.61362,-122.33959,2,89,14.873191123869983,8089.0,39896.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1857154.75
5,10.38145935143104,Office,32569.0,47.61524,-122.33519,2,38,14.019045511157426,6451.2,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3460275.5
2,10.08292996857924,Worship Facility,23931.0,47.67572,-122.3285,1,106,14.746369062691306,11965.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,496477.3125
2,9.970819044696412,Worship Facility,21393.0,47.67491,-122.33316,1,68,14.19032674987252,10696.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,845961.375
2,10.769747350804717,Distribution Center,23146.0,47.57256,-122.29265,3,26,14.027843888826201,23780.0,45433.204545454544,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1132489.625
6,11.040262302298586,Senior Care Community,35696.0,47.60897,-122.32507,3,10,13.342847395292633,10389.0,49669.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1076733.25
3,9.950371138434978,Residence Hall/Dormitory,20960.0,47.66159,-122.30441,1,86,14.404718434688487,6986.666666666667,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1500309.75
3,10.268130666124037,College/University,28800.0,47.61679,-122.33619,1,106,14.931569760236105,9600.0,49086.545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,717056.375
2,9.980448593672257,K-12 School,21600.0,47.61718,-122.33654,1,59,14.057986037577976,10800.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1261536.75
3,10.037143937348802,K-12 School,22860.0,47.61687,-122.33533,1,21,13.081666375072224,7620.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,931148.625
1,10.179830580317915,Worship Facility,26386.0,47.66516,-122.2738,2,44,13.964020214236177,26366.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,888031.875
2,9.986541107671414,Worship Facility,21732.0,47.54362,-122.2667,1,51,13.91836674039574,10866.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,860364.1875
1,10.561629123897259,K-12 School,41408.0,47.67365,-122.26293,1,58,14.622072134443677,38624.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1424157.25
3,10.403049984023408,Retail Store,32960.0,47.66033,-122.31348,1,116,15.156640175129773,10986.666666666666,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,813641.0
3,9.931637595952473,Hotel,20571.0,47.66023,-122.31581,1,86,14.385984892205983,6857.0,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,716279.6875
